name,website,description,category,source_url,source,entity_status
DecisionBox,https://decisionbox.io,Autonomous AI discovery on your data — open source,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Joanium,https://www.joanium.com,Local AI workspace to build and work with your computer,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Lovon AI therapy,https://lovon.app,Talk it out and feel better,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
MemeMorph,https://www.mememorph.com,Turn Yourself Into Your Favorite Memes With AI.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
MGX (Now Atoms),https://mgx.dev,The World's First AI Dev Team,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Mocko,https://mocko.ai,"Don't just Practice, Experience the Exam.",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
MorphMind: A Steerable AI Platform,https://agentlab.morphmind.ai,Build a team of AI specialists that deliver quality work,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Nily AI,https://www.nily.ai,Your AI crew for all things marketing!,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Onyx,https://onyx.app/,The open source AI teammate you've dreamed of,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Receiptor AI,https://receiptor.ai,Bookkeeping on Autopilot with AI,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Sparks AI,https://getsparks.ai,"A platform for your agents, teammates & everything you build",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Spine,https://getspine.ai,AI agents that work across your most used apps,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Upstream,https://www.upstream.do/,The inbox designed for humans and agents,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Acti,https://www.openacti.com,Agentic keyboard for mobile commands and search,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
AgentDiscuss,https://www.agentdiscuss.com,Product Hunt for AI agents — where agents discuss products,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Asklet,https://sunbeam.cx/asklet,AI-powered NPS widgets that collect natural voice feedback,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Basalt,https://getbasalt.ai,Reach 99% quality on your AI feature,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Calk AI,https://www.calk-ai.com,AI Agents without nodes headaches,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Expo,https://expo.dev,An open-source framework for making universal native apps,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Flixier,https://flixier.com,"AI video generation, inside the timeline.",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Flowtica Scribe,https://flowtica.ai,Your ultimate AI note-taker in hand,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Fred,https://fredgoals.com,Achieve your goals with Fred,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Frontdesk AI,https://myaifrontdesk.com,AI COO to run your business like a Fortune 500 enterprise,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
GitArsenal,https://gitarsenal.dev,From git clone to running code in one command,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
PixelDance & Seaweed,https://www.bytedance.com/en,From Concepts to Cinematic Reality with AI Power,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Side Space,https://www.sidespace.app,#1 AI Assistant for Your Tabs,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
SNEWPapers,https://snewpapers.com,The World's First AI Newspaper Archive,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Superapp,https://www.superappp.com,Build native iOS apps with AI & Swift,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
sync-3,https://sync.so/sync-3,Studio-grade AI lip sync and visual dubbing,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Uplodio,https://www.uplodio.com,AI influencer manager to scale your creator marketing,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
ZooClaw,https://zooclaw.ai,Your proactive team of AI specialists in one place,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Aident AI,https://aident.ai,"Build automations with natural language, not workflows",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Alpie Core,https://playground.169pi.ai/dashboard,A 4-bit reasoning model with frontier-level performance,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Antispace 2.0,https://www.anti.space,Artificially Intelligent Operating System (AIOS),ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
BrandingStudio.ai,https://brandingstudio.ai,"Agency-quality branding in 60 minutes, not 6 months",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Clarity,https://www.adoptclarity.com,The founder-led sales toolkit to find product-market fit.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Co-Desk,https://www.co-desk.eu,Pay-as-you-go coworking & coliving management software.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
detectly,https://www.detectly.co.uk,Turn your fleet's dashcam footage into driver safety scores,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
DocsOrb: AI Policy Management & more,https://docsorb.com,"Policies for Humans, and AI Agents of the future",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Equip AI Interview,https://equip.co/ai-interviews,Ask any question. Natural language response. Instant results,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
First Answer,https://firstanswer.ai,Monitor & improve your AI presence,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
LM Studio,https://lmstudio.ai,"Discover, download, and run local LLMs",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
maia.is your AI that gets things done,https://maia.is,Automate your work by describing what you need.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
MCP360,https://mcp360.ai,App Store for AI Agents,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Pendium,https://pendium.ai,Help AI agents recommend you more often to the right people,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Slicker,https://www.slickerhq.com,Recover payment failures and maximize subscription revenue,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
SlimSnap,https://slimsnap.ai,Your AI doesn't know which button you mean,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Stride,https://www.stride.page,"The AI workspace that plans, designs and ships with you.",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Synthetiq,https://use.synthetiq.app,Accurate Social Media Simulation | A/B Testing & More,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
AI App Generator,https://generate.anotherwrapper.com,Turn AI ideas into working apps in seconds,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Ansvisor,https://ansvisor.com,Scale your brand visibility across AI answer engines,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Async,https://async.ai,"One AI for audio, video & voice",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Blimp,https://getblimpy.cloud,AI-native productivity suite,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Buffer API,https://buffer.com/api,One API to publish across every social platform.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
CodeBanana,https://www.codebanana.com,"Real-time coding collaboration, just like Google Docs",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
CodeHealth MCP Server by CodeScene,https://codescene.com/product/mcp-server,Keep AI-generated code healthy and maintainable,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
ConnectMachine,https://www.connectmachine.ai,A private AI agent that manages your network and connections,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Crono,https://www.crono.one,The Agentic Sales Engine,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Drift,https://link.godrift.ai/ph,AI agent to run robot simulations faster and reliably,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
FireCut AI,https://firecut.ai,Your Lightning-Fast AI Video Editor,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
FuseAI,https://tryfuse.ai,The Agentic Sales Platform,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Gigacatalyst,https://gigacatalyst.com,Give your Sales and CS teams engineering superpowers,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Glaze by Raycast,https://glaze.app,Create your own Mac apps by chatting with AI,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Google Antigravity,https://antigravity.google,Run and monitor several coding agents at once in an IDE,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Grok.com (Beta),https://grok.com,Official web version of Grok-2 (can't believe it's free!),ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
HeyNews,https://heynews.co,"Your newsletter, your voice, ready to publish in 5 minutes",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Kodo,https://usekodo.ai,Create fully editable designs by chatting with AI,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Lemni,https://lemni.com,Set up custom Ai agents for all your customer interactions,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Lindy,https://lindy.ai,Stop spending your time at work dealing with bullshit.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Loki.Build,https://loki.build,Design and ship studio-grade landing pages with AI,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Omma,https://omma.build,"Create 3D, apps, and websites with parallel agents",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
PicWish,https://picwish.com,AI-powered Online Photo Editing Tool,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Rewrait,https://rewrait.com,"Select, improve, replace",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
TruGen AI,https://trugen.ai,Bringing AI to Life with Human-Like Video Agents.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
AgentReady,https://agentready.cloud,Cut your AI token costs by 40-60% with one API call,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Airtrain.ai LLM Playground,https://airtrain.ai,Vibe-check many open-source and proprietary LLMs at once,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Audino AI,https://www.audino.ai,Make content creation simpler with AI-generated audio,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
ChatGPT Operator,https://operator.chatgpt.com,Agent that can use its own browser to perform tasks for you,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Collective OS,https://www.joincollectiveos.com,The Al-powered referral network for agencies & consultants,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Cora,https://cora.computer,"The $150K chief of staff for your inbox, at just $15/month",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Deploy Hermes,https://deploy-hermes.com,"Private Telegram AI agents, live in under a minute",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
DocumentLens,https://turbolens.io,Detect forged documents & compare document versions,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Draw A Fish,https://drawafish.com,"Draw a fish, and watch it swim with the world",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Gumloop,https://www.gumloop.com,Automate Any Workflow with AI,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Lucent Chat,https://lucentchat.com,Create stunning videos by chatting with the best AI models,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
MoDev,https://modev.app,The AI dev environment built for your phone.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
NeoAgent,https://neoagent.co,"AI Agent to Automate Leads, Appointments & Customer Service",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
panda{·}etl (YC W24),https://panda-etl.ai,Automate your document workflows,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
PangeAI,https://pangeai.com,"Instant, agent-driven spatial analysis and decision-making",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Personal Assistant by HyperWrite,https://www.hyperwriteai.com/personal-assistant,The first AI agent that can operate your browser.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Rankfender,https://rankfender.com,The platform for modern visibility management ( SEO & GEO ),ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Reducto Studio,https://studio.reducto.ai,Build production-ready document pipelines in one platform,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Shram,https://www.shram.ai,AI inbox for incomplete conversations,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Studio – Your AI Media Copilot,https://coreviz.io,"Organize, search and edit photos with AI",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
agentcad,https://agentcad.dev,A CAD design tool for coding agents (free + open source),ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Agentplace,https://www.agentplace.io,"Build, work, improve Claude Code–style agents in one place",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Bench for Claude Code,https://bench.silverstream.ai,"Store, review, and share your Claude Code sessions",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Chikka.ai,https://chikka.ai,Uncover User Insights with Intelligent AI Voice Interviewer,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Cove,https://cove.ai,Visual workspace for thinking with AI,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Dex by Thirdlayer,https://joindex.com,Turn tabs into automated workflows and tasks,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Dhisana AI,https://www.dhisana.ai,Cursor for Sales Teams,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
dr.aft,https://dr-aft.com,Cursor for Screenwriters,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
DunSocial,https://dunsocial.com,Social post writer that learns your tone + schedules for you,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Enshittifier,https://enshittifier.wells.ee,Chrome extension that replaces \,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Mukh.1,https://mukh.one,Automate work with AI Agents,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
n8nChat,https://n8nchat.com,Create automations in seconds by generating n8n workflows,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Pentest Copilot by BugBase,https://copilot.bugbase.in,Your ultimate ethical hacking assistant,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Polarity,https://polarity.so,The Self-Improvement Stack For agents,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
QApilot,https://qapilot.io/product/cowork,3x Mobile Automation. Same QE Team.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Scribe,https://scribe.com,Document and improve any workflow with AI.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Snaply,https://snaply.ai,"Free & private AI, designed for you Mac",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Tencent EdgeOne,https://edgeone.ai,Deliver Fastest and Most Secure Performance at the Edge,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Adject,https://adject.ai,Your AI product studio to create realistic product visuals,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Atyla,https://www.atyla.io,"The SEO tool for ChatGPT, Gemini and AI search engines",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
BAND,https://www.band.ai,Coordinate and govern multi-agent work in a single chat,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Brand Stori,https://brandstori.ai,Context-aware AI that audits your website like a buyer,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Buda,https://buda.im,Recruit agents to run your company as a synchronous team,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Chatoshi AI Copilot,https://aichat.chatoshi.ai/,"Your crypto edge, in one chat",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Claude Code auto-fix,https://code.claude.com/docs/en/claude-code-on-the-web,Auto-fix PRs in the cloud while you stay hands-off,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Clientell AI,https://getclientell.com,The AI Agent that builds and maintains Salesforce for you,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
CoPilot.Live,https://www.copilot.live,Your Personalised AI Assistant,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
CrewAI AMP - Agent Management Platform,https://crewai.com,"Orchestrate AI agents with trust, scale & simplicity",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
CRUDERRA,https://cruderra.com/,Platform for AI-powered docs & architecture as code,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Designer Clone AI,https://stockimg.ai/designer-clone-ai,Clone your design style with AI,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Fieldy,https://fieldy.ai,Wearable AI note taker for in-person meetings,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Fire Your QA Today,https://fireyourqa.today,Automate QA testing with AI,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
FlexClip,https://www.flexclip.com,🎞️ Easily create and edit videos online!,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Folio,https://get-folio.ai,"Claude for Powerpoint, on steroids",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
GradPipe,https://gradpipe.com,Find engineers who never apply by actual github code,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
LifeOS,https://beta.yourpurpose.ai,Turn your AI chats/memory to intros with real humans,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
NoteGPT,https://notegpt.com,"Your summary AI note taker for meetings, videos & everything",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Onboarding0,https://www.onboarding0.ai,Turn company knowledge into AI-guided onboarding,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
OpenAdapter,https://openadapter.dev/,Best Coding Plans with open source models. No lock-in.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Orchestria,https://orchestria.tech,AI music engine with granular stem control,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Pixel,https://getpixel.ai,Scale performance ads without juggling 7 ad platforms,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
PromptChainer,https://go.mindpal.io/promptchainer,Free & fast chain of prompts generator,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Recap,https://recapall.app/,Transform Your Knowledge Into Viral Authority,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Revv Invest,https://revvinvest.com,"Understand a stock in seconds, search for free now",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
ScreenGeany AI,https://screengeany.ai,Ask AI about anything on your screen with a single hotkey,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Silvia,https://silviaspeaks.com,World’s first multilingual dictation system for iOS,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
SparrowDesk,https://www.sparrowdesk.com,The AI-First Help Desk. Resolve More. Search Less.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
SuperIntern: Botless Live Meeting Agent,https://super-intern.com/,"A live meeting note that writes itself, your way.",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
The ∞ Bar,https://theinfinite.bar,"Group Chat with visionaries, innovators, and thought leaders",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Agenta,https://www.agenta.ai,Open-source prompt management & evals for AI teams,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
AI Tools Directory - by Whalesync,https://www.whalesync.com/tools/ai-directory,"Discover the newest AI-powered apps (>1,000 and growing)",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
AnimeShorts,https://www.animeshorts.ai,AI Generated Anime Shorts & Comic Creation Platform.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
AnythingLLM,https://anythingllm.com,The all-in-one desktop AI application,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Askiva AI,https://askiva.io,Your autonomous AI user researcher,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Astrio,https://www.astrio.app,"Modernize your outdated websites in minutes, not weeks",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Attrove AI,https://attrove.com,"Stay on top of everything across Slack, email & meetings",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
BoldDesk,https://www.bolddesk.com,Automate customer support with power of AI & automations,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Botme.io,https://botme.io,Easy AI Chatbot Builder,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Citable,https://getcitable.com,Make brands show up in Agentic Search,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Coddo,https://coddo.ai,The task-first cockpit for Claude Code and Codex,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
CodeWords,https://www.codewords.ai,The one automation platform to build and run your business.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Create,https://www.create.xyz,AI creative tool. Turn English into apps built with code.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Doraverse,https://doraverse.com/,The Secure All-in-One AI Platform for Work,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Dreamina,https://dreamina.capcut.com,All-in-one AI creative suite for all your artistic work,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Elvin,https://www.tryelvin.com/,Proactive AI that finds and finishes work before you ask,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Figy.ai,https://figy.ai,AI Flashcards That Grow as You Learn,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Gabriel AI,https://home.gabrielai.co,"Deliver personal voicemails instantly, at any scale",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
git-lrc,https://hexmos.com/livereview/git-lrc,"Free, unlimited AI code reviews that run on commit",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Glasp AI Clone: Learning Memory,https://glasp.co/chat-with-highlights,Turn highlights into memories. Let your AI learn like you.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
GoClaw,https://goclaw.app,A free app to manage your self-hosted OpenClaw AI assistant,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
HeyTraders,https://hey-traders.com,Personal AI quant research & backtest with natural language,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
iMemo,https://imemoapp.com,Transform Your Recordings into Searchable Text and Summaries,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Inferless,https://www.inferless.com,Deploy any machine learning models in minutes,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Kalycs,https://kalycs.com,AI File Search & Organization on mac (local-first),ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Lebesgue: AI CMO,https://lebesgue.io,Track your competitors to make your marketing work,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Loomal,https://loomal.ai,Identity infrastructure for AI agents,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Miora,https://miora.design,Scale your creativity on editable canvas with agent memory,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
NTRVSTA,https://www.NTRVSTA.com,Transform hiring with AI-powered solutions,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Omnara,https://omnara.com,Claude Code in your Pocket,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Papermark,https://papermark.com,Open Source Docsend Alternative with Custom Domain,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
PingPrompt,https://pingprompt.dev,"Organize prompts, track changes, and iterate faster.",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Promptius AI,https://promptius.ai,Build production-grade AI agents using natural language,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
